Indiv1	Indiv2	relationship type	generation depth	meioses events
12	29	direct	3	3
12	30	direct	2	2
12	31	direct	1	1
12	32	NA	NA	NA
12	33	NA	NA	NA
13	14	full	0	4
13	15	NA	NA	NA
13	16	NA	NA	NA
13	17	NA	NA	NA
13	18	NA	NA	NA
13	19	NA	NA	NA
13	20	NA	NA	NA
13	21	NA	NA	NA
13	22	NA	NA	NA
13	23	NA	NA	NA
13	24	NA	NA	NA
13	25	NA	NA	NA
13	26	NA	NA	NA
13	27	NA	NA	NA
13	28	NA	NA	NA
13	29	direct	2	2
13	30	direct	1	1
13	31	NA	NA	NA
13	32	NA	NA	NA
13	33	NA	NA	NA
14	15	NA	NA	NA
14	16	NA	NA	NA
14	17	NA	NA	NA
14	18	NA	NA	NA
14	19	NA	NA	NA
14	20	NA	NA	NA
14	21	NA	NA	NA
14	22	NA	NA	NA
14	23	NA	NA	NA
14	24	NA	NA	NA
14	25	NA	NA	NA
14	26	NA	NA	NA
14	27	NA	NA	NA
14	28	NA	NA	NA
14	29	direct	2	2
14	30	NA	NA	NA
14	31	NA	NA	NA
14	32	direct	1	1
14	33	NA	NA	NA
15	16	direct	-1	1
15	17	direct	-1	1
15	18	full	0	2
15	19	full	0	2
15	20	full	-1	3
15	21	full	-1	3
15	22	full	-1	3
15	23	direct	-2	2
15	24	direct	-2	2
15	25	NA	NA	NA
15	26	NA	NA	NA
15	27	NA	NA	NA
15	28	NA	NA	NA
15	29	NA	NA	NA
15	30	NA	NA	NA
15	31	NA	NA	NA
15	32	NA	NA	NA
15	33	NA	NA	NA
16	17	full	0	2
16	18	full	1	3
16	19	full	1	3
16	20	full	0	4
16	21	full	0	4
16	22	full	0	4
16	23	full	-1	3
16	24	full	-1	3
16	25	NA	NA	NA
16	26	NA	NA	NA
16	27	NA	NA	NA
16	28	NA	NA	NA
16	29	NA	NA	NA
16	30	NA	NA	NA
16	31	NA	NA	NA
16	32	NA	NA	NA
16	33	direct	1	1
17	18	full	1	3
17	19	full	1	3
17	20	full	0	4
17	21	full	0	4
17	22	full	0	4
17	23	direct	-1	1
17	24	direct	-1	1
17	25	NA	NA	NA
17	26	NA	NA	NA
17	27	NA	NA	NA
17	28	NA	NA	NA
17	29	NA	NA	NA
17	30	NA	NA	NA
17	31	NA	NA	NA
17	32	NA	NA	NA
17	33	direct	1	1
18	19	full	0	2
18	20	full	-1	3
18	21	full	-1	3
18	22	full	-1	3
18	23	full	-2	4
18	24	full	-2	4
18	25	NA	NA	NA
18	26	NA	NA	NA
18	27	NA	NA	NA
18	28	NA	NA	NA
18	29	NA	NA	NA
18	30	NA	NA	NA
18	31	NA	NA	NA
18	32	NA	NA	NA
18	33	NA	NA	NA
19	20	direct	-1	1
19	21	direct	-1	1
19	22	direct	-1	1
19	23	full	-2	4
19	24	full	-2	4
19	25	NA	NA	NA
19	26	NA	NA	NA
19	27	NA	NA	NA
19	28	NA	NA	NA
19	29	NA	NA	NA
19	30	NA	NA	NA
19	31	NA	NA	NA
19	32	NA	NA	NA
19	33	NA	NA	NA
20	21	full	0	2
20	22	full	0	2
20	23	full	-1	5
20	24	full	-1	5
20	25	NA	NA	NA
20	26	direct	1	1
20	27	NA	NA	NA
20	28	NA	NA	NA
20	29	NA	NA	NA
20	30	NA	NA	NA
20	31	NA	NA	NA
20	32	NA	NA	NA
20	33	NA	NA	NA
21	22	full	0	2
21	23	full	-1	5
21	24	full	-1	5
21	25	NA	NA	NA
21	26	direct	1	1
21	27	NA	NA	NA
21	28	NA	NA	NA
21	29	NA	NA	NA
21	30	NA	NA	NA
21	31	NA	NA	NA
21	32	NA	NA	NA
21	33	NA	NA	NA
22	23	full	-1	5
22	24	full	-1	5
22	25	NA	NA	NA
22	26	direct	1	1
22	27	NA	NA	NA
22	28	NA	NA	NA
22	29	NA	NA	NA
22	30	NA	NA	NA
22	31	NA	NA	NA
22	32	NA	NA	NA
22	33	NA	NA	NA
23	24	full	0	2
23	25	direct	1	1
23	26	NA	NA	NA
23	27	NA	NA	NA
23	28	NA	NA	NA
23	29	NA	NA	NA
23	30	NA	NA	NA
23	31	NA	NA	NA
23	32	NA	NA	NA
23	33	direct	2	2
24	25	direct	1	1
24	26	NA	NA	NA
24	27	NA	NA	NA
24	28	NA	NA	NA
24	29	NA	NA	NA
24	30	NA	NA	NA
24	31	NA	NA	NA
24	32	NA	NA	NA
24	33	direct	2	2
25	26	NA	NA	NA
25	27	NA	NA	NA
25	28	NA	NA	NA
25	29	NA	NA	NA
25	30	NA	NA	NA
25	31	NA	NA	NA
25	32	NA	NA	NA
25	33	NA	NA	NA
26	27	NA	NA	NA
26	28	NA	NA	NA
26	29	NA	NA	NA
26	30	NA	NA	NA
26	31	NA	NA	NA
26	32	NA	NA	NA
26	33	NA	NA	NA
27	28	direct	1	1
27	29	NA	NA	NA
27	30	NA	NA	NA
27	31	NA	NA	NA
27	32	NA	NA	NA
27	33	NA	NA	NA
28	29	NA	NA	NA
28	30	NA	NA	NA
28	31	NA	NA	NA
28	32	NA	NA	NA
28	33	NA	NA	NA
29	30	NA	NA	NA
29	31	NA	NA	NA
29	32	NA	NA	NA
29	33	NA	NA	NA
30	31	NA	NA	NA
30	32	NA	NA	NA
30	33	NA	NA	NA
31	32	NA	NA	NA
31	33	NA	NA	NA
32	33	NA	NA	NA
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
0	0	0	0	0
